"SOURCE","DEST","SRC_SITE","DEST_SITE","SRC_CLOUD","DEST_CLOUD","AGIS_DISTANCE"
HK-LCG2_DATADISK,INFN-T1_DATADISK,HK-LCG2,INFN-T1,FR,IT,7
HK-LCG2_DATADISK,NCG-INGRID-PT_DATADISK,HK-LCG2,NCG-INGRID-PT,FR,ES,7
INFN-GENOVA_DATADISK,IL-TAU-HEP_DATADISK,INFN-GENOVA,,IT,,7
INFN-GENOVA_DATADISK,IN2P3-CPPM_DATADISK,INFN-GENOVA,IN2P3-CPPM,IT,FR,7
INFN-GENOVA_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,INFN-GENOVA,INFN-NAPOLI-ATLAS,IT,IT,7
INFN-GENOVA_DATADISK,IN2P3-LPSC_DATADISK,INFN-GENOVA,IN2P3-LPSC,IT,FR,7
IN2P3-LPSC_DATADISK,INFN-GENOVA_DATADISK,IN2P3-LPSC,INFN-GENOVA,FR,IT,7
INFN-GENOVA_DATADISK,INFN-COSENZA_DATADISK,INFN-GENOVA,INFN-COSENZA,IT,IT,7
INFN-COSENZA_DATADISK,INFN-GENOVA_DATADISK,INFN-COSENZA,INFN-GENOVA,IT,IT,7
INFN-GENOVA_DATADISK,RO-07-NIPNE_DATADISK,INFN-GENOVA,RO-07-NIPNE,IT,FR,7
INFN-GENOVA_DATADISK,RU-PROTVINO-IHEP_DATADISK,INFN-GENOVA,RU-Protvino-IHEP,IT,RU,7
INFN-GENOVA_DATADISK,TAIWAN-LCG2_DATADISK,INFN-GENOVA,Taiwan-LCG2,IT,TW,7
UKI-SCOTGRID-ECDF_DATADISK,INFN-GENOVA_DATADISK,UKI-SCOTGRID-ECDF,INFN-GENOVA,UK,IT,7
INFN-GENOVA_DATADISK,UNIBE-LHEP_DATADISK,INFN-GENOVA,UNIBE-LHEP,IT,ND,7
INFN-GENOVA_DATADISK,INFN-T1_DATADISK,INFN-GENOVA,INFN-T1,IT,IT,7
INFN-GENOVA_DATADISK,NCG-INGRID-PT_DATADISK,INFN-GENOVA,NCG-INGRID-PT,IT,ES,7
BEIJING-LCG2_DATADISK,UNIBE-LHEP_DATADISK,BEIJING-LCG2,UNIBE-LHEP,FR,ND,7
HK-LCG2_DATADISK,CSCS-LCG2_PPSDATADISK,HK-LCG2,,FR,,7
CSCS-LCG2_PPSDATADISK,NERSC_DATADISK,,,,,7
UKI-LT2-BRUNEL_DATADISK,CSCS-LCG2_PPSDATADISK,UKI-LT2-Brunel,,UK,,7
ZA-WITS-CORE_DATADISK,SLACXRD_DATADISK,ZA-WITS-CORE,WT2,NL,US,7
TECHNION-HEP_DATADISK,ZA-WITS-CORE_DATADISK,TECHNION-HEP,ZA-WITS-CORE,NL,NL,7
ZA-WITS-CORE_DATADISK,TOKYO-LCG2_DATADISK,ZA-WITS-CORE,TOKYO-LCG2,NL,FR,7
UKI-SOUTHGRID-OX-HEP_DATADISK,ZA-WITS-CORE_DATADISK,UKI-SOUTHGRID-OX-HEP,ZA-WITS-CORE,UK,NL,7
ZA-WITS-CORE_DATADISK,WUPPERTALPROD_DATADISK,ZA-WITS-CORE,wuppertalprod,NL,DE,7
MWT2_DATADISK,ZA-WITS-CORE_DATADISK,MWT2,ZA-WITS-CORE,US,NL,7
IFIC-LCG2_DATADISK,ZA-WITS-CORE_DATADISK,IFIC-LCG2,ZA-WITS-CORE,ES,NL,7
ZA-WITS-CORE_DATADISK,FZK-LCG2_DATADISK,ZA-WITS-CORE,FZK-LCG2,NL,DE,7
ZA-WITS-CORE_DATADISK,IFAE_DATADISK,ZA-WITS-CORE,ifae,NL,ES,7
ZA-WITS-CORE_DATADISK,LRZ-LMU_DATADISK,ZA-WITS-CORE,LRZ-LMU,NL,DE,7
ZA-WITS-CORE_DATADISK,NDGF-T1_DATADISK,ZA-WITS-CORE,NDGF-T1,NL,ND,7
OU_OSCER_ATLAS_DATADISK,NERSC_DATADISK,OU_OSCER_ATLAS,,US,,7
HK-LCG2_DATADISK,JINR-LCG2_DATADISK,HK-LCG2,JINR-LCG2,FR,RU,7
HK-LCG2_DATADISK,TAIWAN-LCG2_DATADISK,HK-LCG2,Taiwan-LCG2,FR,TW,7
EELA-UTFSM_DATADISK,GRIF-IRFU_DATADISK,EELA-UTFSM,GRIF-IRFU,ES,FR,7
GRIF-LAL_DATADISK,EELA-UTFSM_DATADISK,GRIF-LAL,EELA-UTFSM,FR,ES,7
GRIF-LAL_DATADISK,UNIBE-LHEP_DATADISK,GRIF-LAL,UNIBE-LHEP,FR,ND,7
INFN-GENOVA_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,INFN-GENOVA,CA-VICTORIA-WESTGRID-T2,IT,CA,8
INFN-GENOVA_DATADISK,CSCS-LCG2_DATADISK,INFN-GENOVA,CSCS-LCG2,IT,DE,8
INFN-GENOVA_DATADISK,CSCS-LCG2_PPSDATADISK,INFN-GENOVA,,IT,,8
EELA-UTFSM_DATADISK,INFN-GENOVA_DATADISK,EELA-UTFSM,INFN-GENOVA,ES,IT,8
INFN-GENOVA_DATADISK,PSNC_DATADISK,INFN-GENOVA,,IT,,8
INFN-GENOVA_DATADISK,TECHNION-HEP_DATADISK,INFN-GENOVA,TECHNION-HEP,IT,NL,8
TECHNION-HEP_DATADISK,INFN-GENOVA_DATADISK,TECHNION-HEP,INFN-GENOVA,NL,IT,8
INFN-GENOVA_DATADISK,TR-10-ULAKBIM_DATADISK,INFN-GENOVA,TR-10-ULAKBIM,IT,NL,8
INFN-GENOVA_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,INFN-GENOVA,UKI-SOUTHGRID-RALPP,IT,UK,8
UKI-SOUTHGRID-RALPP_DATADISK,INFN-GENOVA_DATADISK,UKI-SOUTHGRID-RALPP,INFN-GENOVA,UK,IT,8
BEIJING-LCG2_DATADISK,INFN-MILANO-ATLASC_DATADISK,BEIJING-LCG2,INFN-MILANO-ATLASC,FR,IT,8
BEIJING-LCG2_DATADISK,TECHNION-HEP_DATADISK,BEIJING-LCG2,TECHNION-HEP,FR,NL,8
BEIJING-LCG2_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,BEIJING-LCG2,UKI-SOUTHGRID-RALPP,FR,UK,8
ZA-WITS-CORE_DATADISK,UKI-LT2-RHUL_DATADISK,ZA-WITS-CORE,UKI-LT2-RHUL,NL,UK,8
ZA-WITS-CORE_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,ZA-WITS-CORE,UKI-SCOTGRID-ECDF,NL,UK,8
ZA-WITS-CORE_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,ZA-WITS-CORE,UKI-SOUTHGRID-OX-HEP,NL,UK,8
ZA-WITS-CORE_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,ZA-WITS-CORE,INFN-NAPOLI-ATLAS,NL,IT,8
ZA-WITS-CORE_DATADISK,IN2P3-LPSC_DATADISK,ZA-WITS-CORE,IN2P3-LPSC,NL,FR,8
ZA-WITS-CORE_DATADISK,MWT2_DATADISK,ZA-WITS-CORE,MWT2,NL,US,8
ZA-WITS-CORE_DATADISK,DESY-HH_DATADISK,ZA-WITS-CORE,DESY-HH,NL,DE,8
ZA-WITS-CORE_DATADISK,IL-TAU-HEP_DATADISK,ZA-WITS-CORE,,NL,,8
ZA-WITS-CORE_DATADISK,MPPMU_DATADISK,ZA-WITS-CORE,MPPMU,NL,DE,8
GRIF-IRFU_DATADISK,INFN-MILANO-ATLASC_DATADISK,GRIF-IRFU,INFN-MILANO-ATLASC,FR,IT,8
INFN-ROMA3_DATADISK,BEIJING-LCG2_DATADISK,INFN-ROMA3,BEIJING-LCG2,IT,FR,8
INFN-ROMA3_DATADISK,INFN-ROMA1_DATADISK,INFN-ROMA3,INFN-ROMA1,IT,IT,8
INFN-ROMA3_DATADISK,INFN-T1_DATADISK,INFN-ROMA3,INFN-T1,IT,IT,8
IL-TAU-HEP_DATADISK,EELA-UTFSM_DATADISK,,EELA-UTFSM,,ES,8
INFN-MILANO-ATLASC_DATADISK,IEPSAS-KOSICE_DATADISK,INFN-MILANO-ATLASC,IEPSAS-Kosice,IT,DE,8
INFN-MILANO-ATLASC_DATADISK,IL-TAU-HEP_DATADISK,INFN-MILANO-ATLASC,,IT,,8
INFN-MILANO-ATLASC_DATADISK,JINR-LCG2_DATADISK,INFN-MILANO-ATLASC,JINR-LCG2,IT,RU,8
INFN-MILANO-ATLASC_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,INFN-MILANO-ATLASC,UKI-SOUTHGRID-RALPP,IT,UK,8
JINR-LCG2_DATADISK,UTA_SWT2_DATADISK,JINR-LCG2,UTA_SWT2,RU,US,8
TR-10-ULAKBIM_DATADISK,PSNC_DATADISK,TR-10-ULAKBIM,,NL,,8
TR-10-ULAKBIM_DATADISK,BEIJING-LCG2_DATADISK,TR-10-ULAKBIM,BEIJING-LCG2,NL,FR,8
TECHNION-HEP_DATADISK,PSNC_DATADISK,TECHNION-HEP,,NL,,8
UKI-NORTHGRID-LANCS-HEP_DATADISK,EELA-UTFSM_DATADISK,UKI-NORTHGRID-LANCS-HEP,EELA-UTFSM,UK,ES,8
NCG-INGRID-PT_DATADISK,INFN-ROMA1_DATADISK,NCG-INGRID-PT,INFN-ROMA1,ES,IT,8
RAL-LCG2-ECHO_DATADISK,INFN-MILANO-ATLASC_DATADISK,RAL-LCG2,INFN-MILANO-ATLASC,UK,IT,8
UNIBE-LHEP_DATADISK,INFN-GENOVA_DATADISK,UNIBE-LHEP,INFN-GENOVA,ND,IT,9
ZA-WITS-CORE_DATADISK,PRAGUELCG2_DATADISK,ZA-WITS-CORE,praguelcg2,NL,DE,9
ZA-WITS-CORE_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,ZA-WITS-CORE,UKI-SOUTHGRID-RALPP,NL,UK,9
ZA-WITS-CORE_DATADISK,UNI-FREIBURG_DATADISK,ZA-WITS-CORE,UNI-FREIBURG,NL,DE,9
ZA-WITS-CORE_DATADISK,DESY-ZN_DATADISK,ZA-WITS-CORE,DESY-ZN,NL,DE,9
ZA-WITS-CORE_DATADISK,GOEGRID_DATADISK,ZA-WITS-CORE,GoeGrid,NL,DE,9
ZA-WITS-CORE_DATADISK,INFN-ROMA1_DATADISK,ZA-WITS-CORE,INFN-ROMA1,NL,IT,9
INFN-ROMA3_DATADISK,PSNC_DATADISK,INFN-ROMA3,,IT,,9
INFN-ROMA3_DATADISK,TR-10-ULAKBIM_DATADISK,INFN-ROMA3,TR-10-ULAKBIM,IT,NL,9
INFN-ROMA3_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,INFN-ROMA3,UKI-SOUTHGRID-RALPP,IT,UK,9
INFN-ROMA3_DATADISK,UTA_SWT2_DATADISK,INFN-ROMA3,UTA_SWT2,IT,US,9
INFN-ROMA3_DATADISK,FMPHI-UNIBA_DATADISK,INFN-ROMA3,FMPhI-UNIBA,IT,DE,9
INFN-ROMA3_DATADISK,GRIF-LAL_DATADISK,INFN-ROMA3,GRIF-LAL,IT,FR,9
INFN-ROMA3_DATADISK,INFN-MILANO-ATLASC_DATADISK,INFN-ROMA3,INFN-MILANO-ATLASC,IT,IT,9
INFN-MILANO-ATLASC_DATADISK,TECHNION-HEP_DATADISK,INFN-MILANO-ATLASC,TECHNION-HEP,IT,NL,9
INFN-MILANO-ATLASC_DATADISK,TR-10-ULAKBIM_DATADISK,INFN-MILANO-ATLASC,TR-10-ULAKBIM,IT,NL,9
INFN-ROMA3_DATADISK,GRIF-IRFU_DATADISK,INFN-ROMA3,GRIF-IRFU,IT,FR,9
TR-10-ULAKBIM_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,TR-10-ULAKBIM,CA-VICTORIA-WESTGRID-T2,NL,CA,9
TECHNION-HEP_DATADISK,IFAE_DATADISK,TECHNION-HEP,ifae,NL,ES,9
UTA_SWT2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,UTA_SWT2,UKI-SOUTHGRID-OX-HEP,US,UK,9
AUSTRALIA-ATLAS_DATADISK,NERSC_DATADISK,Australia-ATLAS,,CA,,9
TACC_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,,,,,10
UKI-NORTHGRID-SHEF-HEP_DATADISK,TACC_DATADISK,,,,,10
TACC_DATADISK,WEIZMANN-LCG2_DATADISK,,,,,10
WEIZMANN-LCG2_DATADISK,TACC_DATADISK,,,,,10
NIKHEF_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,NIKHEF,,NL,,10
UKI-NORTHGRID-SHEF-HEP_DATADISK,NIKHEF_DATADISK,,NIKHEF,,NL,10
NIKHEF_DATADISK,UKI-SCOTGRID-ECDF-RDF_DATADISK,NIKHEF,,NL,,10
UKI-SCOTGRID-ECDF-RDF_DATADISK,NIKHEF_DATADISK,,NIKHEF,,NL,10
NCG-INGRID-PT_DATADISK,CA-UVIC-CLOUD_DATADISK,NCG-INGRID-PT,CA-UVic-Cloud,ES,CA,10
TR-10-ULAKBIM_DATADISK,CA-UVIC-CLOUD_DATADISK,TR-10-ULAKBIM,CA-UVic-Cloud,NL,CA,10
GOEGRID_DATADISK,SAMPA_DATADISK,GoeGrid,SAMPA,DE,ES,10
CERN-PROD_DATADISK,SAMPA_DATADISK,CERN-PROD,SAMPA,CERN,ES,10
SAMPA_DATADISK,DESY-ZN_DATADISK,SAMPA,DESY-ZN,ES,DE,10
RO-07-NIPNE_DATADISK,EELA-UTFSM_DATADISK,RO-07-NIPNE,EELA-UTFSM,FR,ES,10
RU-PROTVINO-IHEP_DATADISK,EELA-UTFSM_DATADISK,RU-Protvino-IHEP,EELA-UTFSM,RU,ES,10
TR-10-ULAKBIM_DATADISK,IN2P3-CPPM_DATADISK,TR-10-ULAKBIM,IN2P3-CPPM,NL,FR,10
TR-10-ULAKBIM_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,TR-10-ULAKBIM,UKI-NORTHGRID-LANCS-HEP,NL,UK,10
UKI-SCOTGRID-GLASGOW_DATADISK,CA-UVIC-CLOUD_DATADISK,,CA-UVic-Cloud,,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,CA-UVic-Cloud,UKI-SOUTHGRID-OX-HEP,CA,UK,10
CA-UVIC-CLOUD_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,CA-UVic-Cloud,UKI-SOUTHGRID-RALPP,CA,UK,10
UKI-SOUTHGRID-RALPP_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-SOUTHGRID-RALPP,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-LT2-BRUNEL_DATADISK,CA-UVic-Cloud,UKI-LT2-Brunel,CA,UK,10
UKI-LT2-BRUNEL_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-LT2-Brunel,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-LT2-QMUL_DATADISK,CA-UVic-Cloud,UKI-LT2-QMUL,CA,UK,10
UKI-LT2-QMUL_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-LT2-QMUL,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-LT2-RHUL_DATADISK,CA-UVic-Cloud,UKI-LT2-RHUL,CA,UK,10
CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,CA-UVic-Cloud,UKI-NORTHGRID-LANCS-HEP,CA,UK,10
UKI-NORTHGRID-LANCS-HEP_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-LANCS-HEP,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,CA-UVic-Cloud,UKI-NORTHGRID-LIV-HEP,CA,UK,10
UKI-NORTHGRID-LIV-HEP_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-LIV-HEP,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,CA-UVic-Cloud,UKI-NORTHGRID-MAN-HEP,CA,UK,10
UKI-NORTHGRID-MAN-HEP_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-NORTHGRID-MAN-HEP,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,CA-UVic-Cloud,UKI-SCOTGRID-DURHAM,CA,UK,10
UKI-SCOTGRID-DURHAM_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-SCOTGRID-DURHAM,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,CA-UVic-Cloud,UKI-SCOTGRID-ECDF,CA,UK,10
UKI-SCOTGRID-ECDF_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-SCOTGRID-ECDF,CA-UVic-Cloud,UK,CA,10
CA-UVIC-CLOUD_DATADISK,UNI-FREIBURG_DATADISK,CA-UVic-Cloud,UNI-FREIBURG,CA,DE,10
UNI-FREIBURG_DATADISK,CA-UVIC-CLOUD_DATADISK,UNI-FREIBURG,CA-UVic-Cloud,DE,CA,10
CA-UVIC-CLOUD_DATADISK,UNIBE-LHEP_DATADISK,CA-UVic-Cloud,UNIBE-LHEP,CA,ND,10
UNIBE-LHEP_DATADISK,CA-UVIC-CLOUD_DATADISK,UNIBE-LHEP,CA-UVic-Cloud,ND,CA,10
CA-UVIC-CLOUD_DATADISK,UTA_SWT2_DATADISK,CA-UVic-Cloud,UTA_SWT2,CA,US,10
UTA_SWT2_DATADISK,CA-UVIC-CLOUD_DATADISK,UTA_SWT2,CA-UVic-Cloud,US,CA,10
CA-UVIC-CLOUD_DATADISK,WUPPERTALPROD_DATADISK,CA-UVic-Cloud,wuppertalprod,CA,DE,10
WUPPERTALPROD_DATADISK,CA-UVIC-CLOUD_DATADISK,wuppertalprod,CA-UVic-Cloud,DE,CA,10
CA-UVIC-CLOUD_DATADISK,ZA-CHPC_DATADISK,CA-UVic-Cloud,,CA,,10
ZA-CHPC_DATADISK,CA-UVIC-CLOUD_DATADISK,,CA-UVic-Cloud,,CA,10
CA-UVIC-CLOUD_DATADISK,ZA-WITS-CORE_DATADISK,CA-UVic-Cloud,ZA-WITS-CORE,CA,NL,10
ZA-WITS-CORE_DATADISK,CA-UVIC-CLOUD_DATADISK,ZA-WITS-CORE,CA-UVic-Cloud,NL,CA,10
UKI-SOUTHGRID-OX-HEP_DATADISK,CA-UVIC-CLOUD_DATADISK,UKI-SOUTHGRID-OX-HEP,CA-UVic-Cloud,UK,CA,10
INFN-ROMA3_DATADISK,NIKHEF-ELPROD_DATADISK,INFN-ROMA3,,IT,,10
NIKHEF-ELPROD_DATADISK,INFN-ROMA3_DATADISK,,INFN-ROMA3,,IT,10
INFN-ROMA3_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,INFN-ROMA3,,IT,,10
UKI-NORTHGRID-SHEF-HEP_DATADISK,INFN-ROMA3_DATADISK,,INFN-ROMA3,,IT,10
INFN-ROMA3_DATADISK,WEIZMANN-LCG2_DATADISK,INFN-ROMA3,,IT,,10
WEIZMANN-LCG2_DATADISK,INFN-ROMA3_DATADISK,,INFN-ROMA3,,IT,10
INFN-ROMA3_DATADISK,IL-TAU-HEP_DATADISK,INFN-ROMA3,,IT,,10
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,10
UKI-NORTHGRID-SHEF-HEP_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,,UKI-SCOTGRID-GLASGOW,,UK,10
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UKI-SCOTGRID-ECDF-RDF_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,10
UKI-SCOTGRID-ECDF-RDF_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,,UKI-SCOTGRID-GLASGOW,,UK,10
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,WEIZMANN-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,10
WEIZMANN-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,,UKI-SCOTGRID-GLASGOW,,UK,10
IN2P3-CPPM_DATADISK,EELA-UTFSM_DATADISK,IN2P3-CPPM,EELA-UTFSM,FR,ES,10
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NIKHEF-ELPROD_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,10
NIKHEF-ELPROD_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,,UKI-SCOTGRID-GLASGOW,,UK,10
IL-TAU-HEP_DATADISK,UNIBE-LHEP_DATADISK,,UNIBE-LHEP,,ND,10
INFN-FRASCATI_DATADISK,CA-UVIC-CLOUD_DATADISK,INFN-FRASCATI,CA-UVic-Cloud,IT,CA,10
NIKHEF_DATADISK,WEIZMANN-LCG2_DATADISK,NIKHEF,,NL,,10
WEIZMANN-LCG2_DATADISK,NIKHEF_DATADISK,,NIKHEF,,NL,10
CA-TRIUMF-DYNAFED_DATADISK,NIKHEF-ELPROD_DATADISK,,,,,10
NIKHEF-ELPROD_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,,,,,10
NIKHEF_DATADISK,NIKHEF-ELPROD_DATADISK,NIKHEF,,NL,,10
NIKHEF-ELPROD_DATADISK,NIKHEF_DATADISK,,NIKHEF,,NL,10
CA-TRIUMF-DYNAFED_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,,,,,10
UKI-NORTHGRID-SHEF-HEP_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,,,,,10
CA-TRIUMF-DYNAFED_DATADISK,UKI-SCOTGRID-ECDF-RDF_DATADISK,,,,,10
UKI-SCOTGRID-ECDF-RDF_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,,,,,10
CA-TRIUMF-DYNAFED_DATADISK,WEIZMANN-LCG2_DATADISK,,,,,10
WEIZMANN-LCG2_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,,,,,10
TACC_DATADISK,NIKHEF-ELPROD_DATADISK,,,,,10
NIKHEF-ELPROD_DATADISK,TACC_DATADISK,,,,,10
LRZ-LMU_DATADISK,CA-UVIC-CLOUD_DATADISK,LRZ-LMU,CA-UVic-Cloud,DE,CA,10
INFN-NAPOLI-ATLAS_DATADISK,CA-UVIC-CLOUD_DATADISK,INFN-NAPOLI-ATLAS,CA-UVic-Cloud,IT,CA,10
FMPHI-UNIBA_DATADISK,CA-UVIC-CLOUD_DATADISK,FMPhI-UNIBA,CA-UVic-Cloud,DE,CA,10
INFN-ROMA1_DATADISK,CA-UVIC-CLOUD_DATADISK,INFN-ROMA1,CA-UVic-Cloud,IT,CA,10
TOKYO-LCG2_DATADISK,CA-UVIC-CLOUD_DATADISK,TOKYO-LCG2,CA-UVic-Cloud,FR,CA,10
SAMPA_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,SAMPA,UKI-NORTHGRID-LANCS-HEP,ES,UK,10
UKI-NORTHGRID-LANCS-HEP_DATADISK,SAMPA_DATADISK,UKI-NORTHGRID-LANCS-HEP,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,SAMPA,UKI-NORTHGRID-LIV-HEP,ES,UK,10
UKI-NORTHGRID-LIV-HEP_DATADISK,SAMPA_DATADISK,UKI-NORTHGRID-LIV-HEP,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,SAMPA,UKI-NORTHGRID-MAN-HEP,ES,UK,10
UKI-NORTHGRID-MAN-HEP_DATADISK,SAMPA_DATADISK,UKI-NORTHGRID-MAN-HEP,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,SAMPA,UKI-SCOTGRID-DURHAM,ES,UK,10
UKI-SCOTGRID-DURHAM_DATADISK,SAMPA_DATADISK,UKI-SCOTGRID-DURHAM,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,SAMPA,UKI-SCOTGRID-ECDF,ES,UK,10
UKI-SCOTGRID-ECDF_DATADISK,SAMPA_DATADISK,UKI-SCOTGRID-ECDF,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,SAMPA,UKI-SCOTGRID-GLASGOW,ES,UK,10
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,SAMPA_DATADISK,UKI-SCOTGRID-GLASGOW,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,SAMPA,UKI-SOUTHGRID-OX-HEP,ES,UK,10
UKI-SOUTHGRID-OX-HEP_DATADISK,SAMPA_DATADISK,UKI-SOUTHGRID-OX-HEP,SAMPA,UK,ES,10
SAMPA_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,SAMPA,UKI-SOUTHGRID-RALPP,ES,UK,10
UKI-SOUTHGRID-RALPP_DATADISK,SAMPA_DATADISK,UKI-SOUTHGRID-RALPP,SAMPA,UK,ES,10
SAMPA_DATADISK,UNI-FREIBURG_DATADISK,SAMPA,UNI-FREIBURG,ES,DE,10
UNI-FREIBURG_DATADISK,SAMPA_DATADISK,UNI-FREIBURG,SAMPA,DE,ES,10
SAMPA_DATADISK,UNIBE-LHEP_DATADISK,SAMPA,UNIBE-LHEP,ES,ND,10
UNIBE-LHEP_DATADISK,SAMPA_DATADISK,UNIBE-LHEP,SAMPA,ND,ES,10
SAMPA_DATADISK,UTA_SWT2_DATADISK,SAMPA,UTA_SWT2,ES,US,10
EELA-UTFSM_DATADISK,CA-UVIC-CLOUD_DATADISK,EELA-UTFSM,CA-UVic-Cloud,ES,CA,10
UTA_SWT2_DATADISK,SAMPA_DATADISK,UTA_SWT2,SAMPA,US,ES,10
SAMPA_DATADISK,WUPPERTALPROD_DATADISK,SAMPA,wuppertalprod,ES,DE,10
WUPPERTALPROD_DATADISK,SAMPA_DATADISK,wuppertalprod,SAMPA,DE,ES,10
SAMPA_DATADISK,ZA-CHPC_DATADISK,SAMPA,,ES,,10
ZA-CHPC_DATADISK,SAMPA_DATADISK,,SAMPA,,ES,10
SAMPA_DATADISK,ZA-WITS-CORE_DATADISK,SAMPA,ZA-WITS-CORE,ES,NL,10
ZA-WITS-CORE_DATADISK,SAMPA_DATADISK,ZA-WITS-CORE,SAMPA,NL,ES,10
CA-UVIC-CLOUD_DATADISK,AGLT2_DATADISK,CA-UVic-Cloud,AGLT2,CA,US,10
AGLT2_DATADISK,CA-UVIC-CLOUD_DATADISK,AGLT2,CA-UVic-Cloud,US,CA,10
NIKHEF_DATADISK,CA-UVIC-CLOUD_DATADISK,NIKHEF,CA-UVic-Cloud,NL,CA,10
CA-UVIC-CLOUD_DATADISK,ANLASC_DATADISK,CA-UVic-Cloud,,CA,,10
ANLASC_DATADISK,CA-UVIC-CLOUD_DATADISK,,CA-UVic-Cloud,,CA,10
CA-UVIC-CLOUD_DATADISK,AUSTRALIA-ATLAS_DATADISK,CA-UVic-Cloud,Australia-ATLAS,CA,CA,10
AUSTRALIA-ATLAS_DATADISK,CA-UVIC-CLOUD_DATADISK,Australia-ATLAS,CA-UVic-Cloud,CA,CA,10
CA-UVIC-CLOUD_DATADISK,BEIJING-LCG2_DATADISK,CA-UVic-Cloud,BEIJING-LCG2,CA,FR,10
BEIJING-LCG2_DATADISK,CA-UVIC-CLOUD_DATADISK,BEIJING-LCG2,CA-UVic-Cloud,FR,CA,10
